meta_id,id,documents,approval_type,supplement_number,fda_application_num,notes
d7b9151780dc485f846e35e5be7d7683,NDA020527-024,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/20527se1-024,slr026,slr031_prempro_lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/20527se1-024,slr026,slr031ltr.pdf""]}, {""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/020527_s024_prempro.pdf""]}]",New or Modified Indication,24,NDA020527,
dd16be6cdaf2481c998117ed041c9133,NDA020406-033,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2000/20406S33lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/20406S33ltr.pdf""]}]",New or Modified Indication,33,NDA020406,
05375f074e1c48cc9be84cbf572e18fa,NDA020719-012,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/20719S12_Prelay_prntlbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/20719S12_Prelay_appltr.pdf""]}, {""name"": ""Approval Letter(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/20719S12_Prelay_appltr.pdf""]}, {""name"": ""Final Printed Labeling"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/20719S12_Prelay_prntlbl.pdf""]}, {""name"": ""Part 1"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/20719S12_Prelay_medr_P1.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/20719S12_Prelay_medr_P2.pdf""]}, {""name"": ""Part 1"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/20719S12_Prelay_admindocs_corres_P1.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/20719S12_Prelay_admindocs_corres_P2.pdf""]}]",New or Modified Indication,12,NDA020719,
6a88e2f504f54621973fc1fe7f2c7d3a,NDA020216-060,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2008/020216s060lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/020216s060ltr.pdf""]}]",New or Modified Indication,60,NDA020216,
eec4f3922bf642dca65f6e1cade79457,NDA020482-008,"[{""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/20482s7-8ltr.pdf""]}, {""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020482a_s007_s008.pdf""]}]",New or Modified Indication,8,NDA020482,Label is not available
e34e5977d68d48429544a3888895aefc,NDA020482-007,"[{""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/20482s7-8ltr.pdf""]}, {""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020482a_s007_s008.pdf""]}]",New or Modified Indication,7,NDA020482,Label is not available
86c028a7b6e94ea5915b9f6284d87071,NDA021038-010,"[{""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/021038s010ltr.pdf""]}]",New or Modified Indication,10,NDA021038,Label is not available
5af0e9268c644a45af1804c2df3b961a,NDA019898-031,"[{""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/19898S31LTR.PDF""]}, {""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/019898_S031_PRAVACHOL_TABLETS_AP.pdf""]}]",New or Modified Indication,31,NDA019898,Label is not available
1c08396a36ad406d869aa67e02c129a1,NDA019898-026,"[{""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/19898S26LTR.PDF""]}]",New or Modified Indication,26,NDA019898,Label is not available
c26e389e57474dda94c117f77f388b8b,NDA019898-034,"[{""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/19898s34ltr.PDF""]}, {""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/19898s34_Pravachol.pdf""]}]",New or Modified Indication,34,NDA019898,Label is not available
56c234b7eafe492bba613b748242e083,NDA019898-018,"[{""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/19898-S018_Pravachol.pdf""]}]",New or Modified Indication,18,NDA019898,Label is not available
a53fa610861842c887727d4fef8aca75,NDA019898-027,"[{""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/19898S26LTR.PDF""]}]",New or Modified Indication,27,NDA019898,Label is not available
50f212db92ce45b99d0a824e452bcdaf,NDA019898-020,"[{""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/19898-S020_Pravachol.pdf""]}]",New or Modified Indication,20,NDA019898,Label is not available
7c80e9108a6640859fe98923c53965d3,NDA020741-013,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/20741s13lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/20741se1-013ltr.pdf""]}]",New or Modified Indication,13,NDA020741,
4a8125a951e4471993e443c6c2e29a26,NDA019898-032,"[{""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/19898S32LTR.PDF""]}, {""name"": ""Approval Letter(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/019898S032_Pravastatin_Approv.pdf""]}, {""name"": ""Medical Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/019898S032_Pravastatin_medr.pdf""]}, {""name"": ""Chemistry Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/019898S032_Pravastatin_chemr.pdf""]}, {""name"": ""Pharmacology Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/019898S032_Pravastatin_pharmr.pdf""]}, {""name"": ""Administrative Document(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/019898S032_Pravastatin_admindocs.pdf""]}]",New or Modified Indication,32,NDA019898,Label is not available
b9476e99788d48f39ead7b16f8f4e3af,NDA020839-034,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020839s034lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020839s034LTR.pdf""]}, {""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/020839_s034_plavix.pdf""]}]",New or Modified Indication,34,NDA020839,
bc8d22168eae406ea4785abee7a1fcdc,NDA020451-003,"[{""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/20451s3ltr.pdf""]}]",New or Modified Indication,3,NDA020451,Label is not available
663f51d270974a188a90403bb98ef399,NDA020451-002,"[{""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/20451sap.pdf""]}]",New or Modified Indication,2,NDA020451,Label is not available
61c7d1fb76354b2b910c98e482511b13,NDA021299-017,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021299s016,s017,s018lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021299s016, s017, s018ltr.pdf""]}]",New or Modified Indication,17,NDA021299,
777730bb2a66447ca863089e53471b31,NDA021299-018,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021299s016,s017,s018lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021299s016, s017, s018ltr.pdf""]}]",New or Modified Indication,18,NDA021299,
0e1f8e56db60477a991abb27c4dc246e,NDA021299-016,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021299s016,s017,s018lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021299s016, s017, s018ltr.pdf""]}]",New or Modified Indication,16,NDA021299,
f13e6d22c230438cbe4ffa13f45f8c63,BLA125409-051,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/125409s051lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/125409Orig1s051_corrected_ltr.pdf""]}, {""name"": ""Summary Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/125409Orig1s051SumR.pdf""]}, {""name"": ""Approval Letter(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/125409Orig1s051Approv.pdf""]}, {""name"": ""Summary Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/125409Orig1s051SumR.pdf""]}, {""name"": ""Officer/Employee List"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/125409Orig1s051OElist.pdf""]}, {""name"": ""Cross Discipline Team Leader Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/125409Orig1s051CrossR.pdf""]}, {""name"": ""Printed Labeling"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/125409Orig1s051lbl.pdf""]}, {""name"": ""Medical Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/125409Orig1s051MedR.pdf""]}, {""name"": ""Clinical Pharmacology Biopharmaceutics Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/125409Orig1s051ClinPharmR.pdf""]}, {""name"": ""Statistical Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/125409Orig1s051StatR.pdf""]}, {""name"": ""Other Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/125409Orig1s051OtherR.pdf""]}, {""name"": ""Administrative Document(s) & Correspondence"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/125409Orig1s051AdminCorres.pdf""]}]",New or Modified Indication,51,BLA125409,
508810b120cf4650ae290bd2986c8c8b,NDA020936-012,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/20936se1-012_paxil_lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/20936se1-012ltr.pdf""]}, {""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/020936_S012_PAXIL_AP.pdf""]}]",New or Modified Indication,12,NDA020936,
07a0c79623634d688cee4883105e6e0f,NDA020936-011,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/20936se1-011_paxil_lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/20936se1-011ltr.pdf""]}, {""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/020936_S011_PAXIL CR.pdf""]}]",New or Modified Indication,11,NDA020936,
8cd0fb2159bb498e88c033e8d3bf141c,NDA020688-012,"[{""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/20688S12LTR.PDF""]}]",New or Modified Indication,12,NDA020688,Label is not available
ca290a61fde14cf5a11678250a39a0e2,NDA020031-029,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2001/20031s29lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/20031s29ltr.pdf""]}, {""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/20-031S029.pdf""]}]",New or Modified Indication,29,NDA020031,
2032818ec27b4031a0d6f30d12f14926,NDA020031-023,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2001/20031s23lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/20031s23ltr.pdf""]}]",New or Modified Indication,23,NDA020031,
e079f77c9a0e493d98a5db19cde70be3,NDA020031-026,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2001/20031S26lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/20031S26ltr.pdf""]}, {""name"": ""Approval Letter(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/20-031S026_Paxil_Approv.pdf""]}, {""name"": ""Printed Labeling"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/20-031S026_Paxil_Prntlbl.pdf""]}, {""name"": ""Part 1"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/20-031S026_Paxil_Medr_P1.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/20-031S026_Paxil_Medr_P2.pdf""]}, {""name"": ""Statistical Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/20-031S026_Paxil_Statr.pdf""]}, {""name"": ""Administrative Document(s) & Correspondence"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/20-031S026_Paxil_AdminCorres.pdf""]}]",New or Modified Indication,26,NDA020031,
026b13ac639e48a889bff27d334627de,NDA021426-017,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021426s017lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/021426s017ltr.pdf""]}]",New or Modified Indication,17,NDA021426,
476a60aaa53040ac8386246f1131f50c,NDA021426-015,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/021426s015lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/021426s015ltr.pdf""]}]",New or Modified Indication,15,NDA021426,
905083372a1d45bd995cab08b246357e,NDA021426-008,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/021426s007s008lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/021426s007,s008ltr.pdf""]}, {""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2010/021426Orig1s008.pdf""]}]",New or Modified Indication,8,NDA021426,
080341ffd1d14e75977d03fe6f05f033,NDA021426-007,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/021426s007s008lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/021426s007,s008ltr.pdf""]}, {""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2010/021426Orig1s007.pdf""]}]",New or Modified Indication,7,NDA021426,
11c23654bdd6496e81fa6ad824c536da,NDA021142-004,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/21142se1-004_Olux_lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/21142se1-004ltr.pdf""]}]",New or Modified Indication,4,NDA021142,
6bf9be1864c345c1aa21159b9be15658,NDA020522-021,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/020522s021,022lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/020522s021,022_rel2_ltr.pdf""]}]",New or Modified Indication,21,NDA020522,
32247331dbb4452bb49e586488ce9e02,NDA020522-004,"[{""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/020522a_s004.pdf""]}]",New or Modified Indication,4,NDA020522,Label is not available
04042aea652c4d0988990daba4d9e8eb,NDA020522-002,"[{""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/020522_s002ap.pdf""]}]",New or Modified Indication,2,NDA020522,Label is not available
acb9cec70f3a42a385e1d988abf665f5,NDA019676-020,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/019676s020,021lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/019676s020,021_rel2_ltr.pdf""]}]",New or Modified Indication,20,NDA019676,
9ff23a77cd2f46378314206ff4737b9a,NDA200533-001,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/200533s001lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/200533Orig1s001ltr.pdf""]}]",New or Modified Indication,1,NDA200533,
